Vehicle ID,Year,Make,Model,Engine Cylinders,Fuel Type 1,Combined MPG (FT1),Annual Fuel Cost (FT1)
26163,2009,Acura,MDX 4WD,6.0,Premium Gasoline,17,2500
25659,2009,Acura,RDX 4WD,4.0,Premium Gasoline,19,2250
25266,2009,Acura,RL,6.0,Premium Gasoline,18,2350
26252,2009,Acura,TL 2WD,6.0,Premium Gasoline,21,2000
26253,2009,Acura,TL 4WD,6.0,Premium Gasoline,20,2100
25236,2009,Acura,TSX,4.0,Premium Gasoline,25,1700
25235,2009,Acura,TSX,4.0,Premium Gasoline,23,1850
29558,2009,Alfa Romeo,8 C Spider,8.0,Premium Gasoline,13,3250
25211,2009,Aston Martin,DB9,12.0,Premium Gasoline,14,3000
25210,2009,Aston Martin,DB9,12.0,Premium Gasoline,13,3250
25781,2009,Aston Martin,DBS Coupe,12.0,Premium Gasoline,14,3000
25198,2009,Aston Martin,DBS Coupe,12.0,Premium Gasoline,13,3250
25380,2009,Aston Martin,V8 Vantage,8.0,Premium Gasoline,15,2800
25381,2009,Aston Martin,V8 Vantage,8.0,Premium Gasoline,14,3000
25298,2009,Audi,A3,4.0,Premium Gasoline,24,1750
25297,2009,Audi,A3,4.0,Premium Gasoline,24,1750
25299,2009,Audi,A3 quattro,4.0,Premium Gasoline,24,1750
26013,2009,Audi,A3 quattro,6.0,Premium Gasoline,21,2000
25895,2009,Audi,A4,4.0,Premium Gasoline,25,1700
26014,2009,Audi,A4 Avant quattro,4.0,Premium Gasoline,23,1850
25827,2009,Audi,A4 Cabriolet,4.0,Premium Gasoline,25,1700
25828,2009,Audi,A4 Cabriolet quattro,4.0,Premium Gasoline,23,1850
25829,2009,Audi,A4 Cabriolet quattro,6.0,Premium Gasoline,20,2100
25431,2009,Audi,A4 quattro,6.0,Premium Gasoline,20,2100
25897,2009,Audi,A4 quattro,4.0,Premium Gasoline,23,1850
25896,2009,Audi,A4 quattro,4.0,Premium Gasoline,25,1700
25404,2009,Audi,A5 quattro,6.0,Premium Gasoline,20,2100
25403,2009,Audi,A5 quattro,6.0,Premium Gasoline,20,2100
29649,2009,Audi,A6,6.0,Premium Gasoline,21,2000
26552,2009,Audi,A6 Avant quattro,6.0,Premium Gasoline,21,2000
25948,2009,Audi,A6 quattro,8.0,Premium Gasoline,18,2350
26541,2009,Audi,A6 quattro,6.0,Premium Gasoline,21,2000
25949,2009,Audi,A8,8.0,Premium Gasoline,18,2350
25988,2009,Audi,A8 L,8.0,Premium Gasoline,18,2350
25989,2009,Audi,A8 L,12.0,Premium Gasoline,15,2800
26555,2009,Audi,Q5,6.0,Premium Gasoline,20,2100
25344,2009,Audi,Q7,8.0,Premium Gasoline,15,2800
26164,2009,Audi,Q7,6.0,Premium Gasoline,16,2650
25383,2009,Audi,R8,8.0,Premium Gasoline,15,2800
25382,2009,Audi,R8,8.0,Premium Gasoline,15,2800
25831,2009,Audi,S4 Cabriolet,8.0,Premium Gasoline,16,2650
25830,2009,Audi,S4 Cabriolet,8.0,Premium Gasoline,15,2800
25833,2009,Audi,S5,8.0,Premium Gasoline,19,2250
25832,2009,Audi,S5,8.0,Premium Gasoline,17,2500
25950,2009,Audi,S6,10.0,Premium Gasoline,16,2650
25951,2009,Audi,S8,10.0,Premium Gasoline,15,2800
25405,2009,Audi,TT Coupe,4.0,Premium Gasoline,26,1650
25222,2009,Audi,TT Coupe quattro,4.0,Premium Gasoline,24,1750
25835,2009,Audi,TT Coupe quattro,6.0,Premium Gasoline,20,2100
25834,2009,Audi,TT Coupe quattro,6.0,Premium Gasoline,20,2100
25384,2009,Audi,TT Roadster,4.0,Premium Gasoline,25,1700
25199,2009,Audi,TT Roadster quattro,4.0,Premium Gasoline,24,1750
25783,2009,Audi,TT Roadster quattro,6.0,Premium Gasoline,20,2100
25782,2009,Audi,TT Roadster quattro,6.0,Premium Gasoline,20,2100
25267,2009,Bentley,Arnage,8.0,Premium Gasoline,11,3850
25281,2009,Bentley,Arnage RL,8.0,Premium Gasoline,11,3850
25237,2009,Bentley,Azure,8.0,Premium Gasoline,11,3850
25238,2009,Bentley,Brooklands,8.0,Premium Gasoline,11,3850
25468,2009,Bentley,Continental Flying Spur,12.0,Premium Gasoline,12,3500
25432,2009,Bentley,Continental GT,12.0,Premium Gasoline,13,3250
25406,2009,Bentley,Continental GTC,12.0,Premium Gasoline,12,3500
25837,2009,BMW,128i,6.0,Premium Gasoline,22,1900
25836,2009,BMW,128i,6.0,Premium Gasoline,21,2000
25839,2009,BMW,128i Convertible,6.0,Premium Gasoline,21,2000
25838,2009,BMW,128i Convertible,6.0,Premium Gasoline,21,2000
25841,2009,BMW,135i,6.0,Premium Gasoline,20,2100
25840,2009,BMW,135i,6.0,Premium Gasoline,20,2100
25843,2009,BMW,135i Convertible,6.0,Premium Gasoline,20,2100
25842,2009,BMW,135i Convertible,6.0,Premium Gasoline,20,2100
25845,2009,BMW,328ci,6.0,Premium Gasoline,22,1900
25844,2009,BMW,328ci,6.0,Premium Gasoline,21,2000
25847,2009,BMW,328ci Convertible,6.0,Premium Gasoline,21,2000
25846,2009,BMW,328ci Convertible,6.0,Premium Gasoline,20,2100
25849,2009,BMW,328ci xDrive,6.0,Premium Gasoline,20,2100
25848,2009,BMW,328ci xDrive,6.0,Premium Gasoline,20,2100
25899,2009,BMW,328i,6.0,Premium Gasoline,22,1900
25898,2009,BMW,328i,6.0,Premium Gasoline,21,2000
26016,2009,BMW,328i Sport Wagon,6.0,Premium Gasoline,21,2000
26015,2009,BMW,328i Sport Wagon,6.0,Premium Gasoline,20,2100
26018,2009,BMW,328i Sport Wagon xDrive,6.0,Premium Gasoline,20,2100
26017,2009,BMW,328i Sport Wagon xDrive,6.0,Premium Gasoline,20,2100
25901,2009,BMW,328i xDrive,6.0,Premium Gasoline,20,2100
25900,2009,BMW,328i xDrive,6.0,Premium Gasoline,20,2100
25851,2009,BMW,335ci,6.0,Premium Gasoline,20,2100
25850,2009,BMW,335ci,6.0,Premium Gasoline,20,2100
25853,2009,BMW,335ci Convertible,6.0,Premium Gasoline,20,2100
25852,2009,BMW,335ci Convertible,6.0,Premium Gasoline,20,2100
25855,2009,BMW,335ci xDrive,6.0,Premium Gasoline,20,2100
25854,2009,BMW,335ci xDrive,6.0,Premium Gasoline,19,2250
26558,2009,BMW,335d,6.0,Diesel,27,1450
25903,2009,BMW,335i,6.0,Premium Gasoline,20,2100
25902,2009,BMW,335i,6.0,Premium Gasoline,20,2100
25905,2009,BMW,335i xDrive,6.0,Premium Gasoline,20,2100
25904,2009,BMW,335i xDrive,6.0,Premium Gasoline,19,2250
25953,2009,BMW,528i,6.0,Premium Gasoline,21,2000
25952,2009,BMW,528i,6.0,Premium Gasoline,21,2000
25955,2009,BMW,528i xDrive,6.0,Premium Gasoline,20,2100
25954,2009,BMW,528i xDrive,6.0,Premium Gasoline,20,2100
25957,2009,BMW,535i,6.0,Premium Gasoline,20,2100
25956,2009,BMW,535i,6.0,Premium Gasoline,20,2100
26036,2009,BMW,535i Sport Wagon xDrive,6.0,Premium Gasoline,19,2250
26035,2009,BMW,535i Sport Wagon xDrive,6.0,Premium Gasoline,18,2350
25959,2009,BMW,535i xDrive,6.0,Premium Gasoline,20,2100
25958,2009,BMW,535i xDrive,6.0,Premium Gasoline,19,2250
25961,2009,BMW,550i,8.0,Premium Gasoline,18,2350
25960,2009,BMW,550i,8.0,Premium Gasoline,18,2350
25857,2009,BMW,650ci,8.0,Premium Gasoline,18,2350
25856,2009,BMW,650ci,8.0,Premium Gasoline,18,2350
25859,2009,BMW,650ci Convertible,8.0,Premium Gasoline,18,2350
25858,2009,BMW,650ci Convertible,8.0,Premium Gasoline,16,2650
26548,2009,BMW,750i,8.0,Premium Gasoline,17,2500
26549,2009,BMW,750li,8.0,Premium Gasoline,17,2500
25907,2009,BMW,M3,8.0,Premium Gasoline,16,2650
25906,2009,BMW,M3,8.0,Premium Gasoline,16,2650
25861,2009,BMW,M3 Convertible,8.0,Premium Gasoline,16,2650
25860,2009,BMW,M3 Convertible,8.0,Premium Gasoline,16,2650
25863,2009,BMW,M3 Coupe,8.0,Premium Gasoline,16,2650
25862,2009,BMW,M3 Coupe,8.0,Premium Gasoline,16,2650
25963,2009,BMW,M5,10.0,Premium Gasoline,13,3250
25962,2009,BMW,M5,10.0,Premium Gasoline,13,3250
25865,2009,BMW,M6,10.0,Premium Gasoline,13,3250
25864,2009,BMW,M6,10.0,Premium Gasoline,13,3250
25867,2009,BMW,M6 Convertible,10.0,Premium Gasoline,13,3250
25866,2009,BMW,M6 Convertible,10.0,Premium Gasoline,13,3250
26166,2009,BMW,X3 xDrive30i,6.0,Premium Gasoline,20,2100
26165,2009,BMW,X3 xDrive30i,6.0,Premium Gasoline,19,2250
26167,2009,BMW,X5 xDrive30i,6.0,Premium Gasoline,18,2350
26559,2009,BMW,X5 xDrive35d,6.0,Diesel,22,1750
26283,2009,BMW,X5 xDrive48i,8.0,Premium Gasoline,16,2650
26319,2009,BMW,X6 xDrive35i,6.0,Premium Gasoline,17,2500
26320,2009,BMW,X6 xDrive50i,8.0,Premium Gasoline,15,2800
26519,2009,BMW,Z4 sDrive30i,6.0,Premium Gasoline,22,1900
26518,2009,BMW,Z4 sDrive30i,6.0,Premium Gasoline,22,1900
26521,2009,BMW,Z4 sDrive35i,6.0,Premium Gasoline,20,2100
26520,2009,BMW,Z4 sDrive35i,6.0,Premium Gasoline,20,2100
25660,2009,Buick,Enclave AWD,6.0,Regular Gasoline,18,1950
25598,2009,Buick,Enclave FWD,6.0,Regular Gasoline,19,1850
25469,2009,Buick,Lacrosse/Allure,6.0,Regular Gasoline,21,1650
25470,2009,Buick,Lacrosse/Allure,8.0,Regular Gasoline,19,1850
25518,2009,Buick,Lucerne,6.0,Regular Gasoline,20,1750
25519,2009,Buick,Lucerne,8.0,Regular Gasoline,18,1950
25730,2009,Buick,Lucerne,6.0,Regular Gasoline,21,1650
25471,2009,Cadillac,CTS,6.0,Regular Gasoline,20,1750
25472,2009,Cadillac,CTS,6.0,Regular Gasoline,21,1650
25473,2009,Cadillac,CTS,6.0,Regular Gasoline,19,1850
25474,2009,Cadillac,CTS,6.0,Regular Gasoline,19,1850
25475,2009,Cadillac,CTS AWD,6.0,Regular Gasoline,20,1750
25476,2009,Cadillac,CTS AWD,6.0,Regular Gasoline,20,1750
25520,2009,Cadillac,DTS,8.0,Regular Gasoline,18,1950
25521,2009,Cadillac,DTS,8.0,Regular Gasoline,18,1950
25747,2009,Cadillac,Escalade 2WD,8.0,Regular Gasoline,15,2350
25748,2009,Cadillac,Escalade AWD,8.0,Regular Gasoline,14,2500
25749,2009,Cadillac,Escalade ESV 2WD,8.0,Regular Gasoline,15,2350
25599,2009,Cadillac,Escalade Hybrid 2WD,8.0,Regular Gasoline,20,1750
25522,2009,Cadillac,Funeral Coach / Hearse,8.0,Regular Gasoline,14,2500
25523,2009,Cadillac,Limousine,8.0,Regular Gasoline,14,2500
25601,2009,Cadillac,SRX 2WD,6.0,Regular Gasoline,18,1950
25600,2009,Cadillac,SRX 2WD,8.0,Premium Gasoline,16,2650
25662,2009,Cadillac,SRX AWD,6.0,Regular Gasoline,17,2050
25661,2009,Cadillac,SRX AWD,8.0,Premium Gasoline,15,2800
25477,2009,Cadillac,STS,8.0,Premium Gasoline,18,2350
25478,2009,Cadillac,STS,6.0,Regular Gasoline,20,1750
25480,2009,Cadillac,STS AWD,6.0,Regular Gasoline,20,1750
25481,2009,Cadillac,STS AWD,8.0,Premium Gasoline,17,2500
25479,2009,Cadillac,STS-V,8.0,Premium Gasoline,15,2800
25386,2009,Cadillac,XLR,8.0,Premium Gasoline,18,2350
25385,2009,Cadillac,XLR-V,8.0,Premium Gasoline,17,2500
25602,2009,Chevrolet,Avalanche 1500 2WD,8.0,Regular Gasoline,16,2200
25603,2009,Chevrolet,Avalanche 1500 2WD,8.0,Regular Gasoline,16,2200
25739,2009,Chevrolet,Avalanche 1500 2WD,8.0,Regular Gasoline,16,2200
25239,2009,Chevrolet,Aveo,4.0,Regular Gasoline,28,1250
25433,2009,Chevrolet,Aveo,4.0,Regular Gasoline,30,1150
25223,2009,Chevrolet,Aveo 5,4.0,Regular Gasoline,28,1250
25407,2009,Chevrolet,Aveo 5,4.0,Regular Gasoline,30,1150
25409,2009,Chevrolet,Cobalt,4.0,Regular Gasoline,27,1300
25408,2009,Chevrolet,Cobalt,4.0,Regular Gasoline,25,1400
26297,2009,Chevrolet,Cobalt,4.0,Regular Gasoline,29,1200
25410,2009,Chevrolet,Cobalt XFE,4.0,Regular Gasoline,30,1150
25544,2009,Chevrolet,Colorado 2WD,4.0,Regular Gasoline,20,1750
25545,2009,Chevrolet,Colorado 2WD,5.0,Regular Gasoline,19,1850
26039,2009,Chevrolet,Colorado 2WD,8.0,Regular Gasoline,17,2050
25546,2009,Chevrolet,Colorado 2WD,4.0,Regular Gasoline,20,1750
25561,2009,Chevrolet,Colorado 4WD,4.0,Regular Gasoline,20,1750
25562,2009,Chevrolet,Colorado 4WD,5.0,Regular Gasoline,19,1850
26053,2009,Chevrolet,Colorado 4WD,8.0,Regular Gasoline,16,2200
25563,2009,Chevrolet,Colorado 4WD,4.0,Regular Gasoline,20,1750
25564,2009,Chevrolet,Colorado Cab Chassis inc 2WD,5.0,Regular Gasoline,17,2050
25565,2009,Chevrolet,Colorado Cab Chassis inc 4WD,5.0,Regular Gasoline,18,1950
25547,2009,Chevrolet,Colorado Crew Cab 2WD,4.0,Regular Gasoline,20,1750
25548,2009,Chevrolet,Colorado Crew Cab 2WD,5.0,Regular Gasoline,19,1850
26040,2009,Chevrolet,Colorado Crew Cab 2WD,8.0,Regular Gasoline,17,2050
25549,2009,Chevrolet,Colorado Crew Cab 2WD,4.0,Regular Gasoline,20,1750
25566,2009,Chevrolet,Colorado Crew Cab 4WD,5.0,Regular Gasoline,18,1950
26054,2009,Chevrolet,Colorado Crew Cab 4WD,8.0,Regular Gasoline,16,2200
25200,2009,Chevrolet,Corvette,8.0,Premium Gasoline,18,2350
25201,2009,Chevrolet,Corvette,8.0,Premium Gasoline,19,2250
25387,2009,Chevrolet,Corvette,8.0,Premium Gasoline,18,2350
25388,2009,Chevrolet,Corvette,8.0,Premium Gasoline,16,2650
25663,2009,Chevrolet,Equinox AWD,6.0,Regular Gasoline,19,1850
25345,2009,Chevrolet,Equinox AWD,6.0,Regular Gasoline,20,1750
25608,2009,Chevrolet,Equinox FWD,6.0,Regular Gasoline,19,1850
25324,2009,Chevrolet,Equinox FWD,6.0,Regular Gasoline,20,1750
25750,2009,Chevrolet,Express 1500 2WD Passenger,8.0,Regular Gasoline,14,2500
26106,2009,Chevrolet,Express 1500 2WD Passenger,8.0,Regular Gasoline,14,2500
25756,2009,Chevrolet,Express 1500 AWD Passenger,8.0,Regular Gasoline,14,2500
26107,2009,Chevrolet,Express 1500 AWD Passenger,8.0,Regular Gasoline,14,2500
25610,2009,Chevrolet,HHR FWD,4.0,Regular Gasoline,23,1500
25611,2009,Chevrolet,HHR FWD,4.0,Regular Gasoline,25,1400
25764,2009,Chevrolet,HHR FWD,4.0,Regular Gasoline,24,1450
25609,2009,Chevrolet,HHR FWD,4.0,Regular Gasoline,24,1450
25762,2009,Chevrolet,HHR FWD,4.0,Regular Gasoline,26,1350
25763,2009,Chevrolet,HHR FWD,4.0,Regular Gasoline,24,1450
25613,2009,Chevrolet,HHR Panel FWD,4.0,Regular Gasoline,23,1500
25614,2009,Chevrolet,HHR Panel FWD,4.0,Regular Gasoline,25,1400
25767,2009,Chevrolet,HHR Panel FWD,4.0,Regular Gasoline,24,1450
25612,2009,Chevrolet,HHR Panel FWD,4.0,Regular Gasoline,24,1450
25765,2009,Chevrolet,HHR Panel FWD,4.0,Regular Gasoline,26,1350
25766,2009,Chevrolet,HHR Panel FWD,4.0,Regular Gasoline,24,1450
25524,2009,Chevrolet,Impala,6.0,Regular Gasoline,22,1600
25525,2009,Chevrolet,Impala,8.0,Regular Gasoline,19,1850
25731,2009,Chevrolet,Impala,6.0,Regular Gasoline,23,1500
25732,2009,Chevrolet,Impala,6.0,Regular Gasoline,21,1650
25482,2009,Chevrolet,Malibu,4.0,Regular Gasoline,26,1350
25485,2009,Chevrolet,Malibu,6.0,Regular Gasoline,20,1750
25483,2009,Chevrolet,Malibu,4.0,Regular Gasoline,25,1400
25484,2009,Chevrolet,Malibu,6.0,Regular Gasoline,22,1600
29664,2009,Chevrolet,Malibu,6.0,Regular Gasoline,23,1500
25486,2009,Chevrolet,Malibu Hybrid,4.0,Regular Gasoline,29,1200
25578,2009,Chevrolet,Silverado 15 Hybrid 2WD,8.0,Regular Gasoline,21,1650
25586,2009,Chevrolet,Silverado 15 Hybrid 4WD,8.0,Regular Gasoline,20,1750
25575,2009,Chevrolet,Silverado C15 2WD,8.0,Regular Gasoline,16,2200
25733,2009,Chevrolet,Silverado C15 2WD,8.0,Regular Gasoline,16,2200
26063,2009,Chevrolet,Silverado C15 2WD,6.0,Regular Gasoline,17,2050
26064,2009,Chevrolet,Silverado C15 2WD,8.0,Regular Gasoline,16,2200
25576,2009,Chevrolet,Silverado C15 2WD,8.0,Regular Gasoline,16,2200
25577,2009,Chevrolet,Silverado C15 2WD,8.0,Regular Gasoline,16,2200
25734,2009,Chevrolet,Silverado C15 2WD,8.0,Regular Gasoline,16,2200
25735,2009,Chevrolet,Silverado C15 2WD,8.0,Regular Gasoline,15,2350
26217,2009,Chevrolet,Silverado C15 XFE 2WD,8.0,Regular Gasoline,17,2050
25583,2009,Chevrolet,Silverado K15 4WD,8.0,Regular Gasoline,16,2200
25772,2009,Chevrolet,Silverado K15 4WD,8.0,Regular Gasoline,16,2200
26080,2009,Chevrolet,Silverado K15 4WD,6.0,Regular Gasoline,15,2350
26081,2009,Chevrolet,Silverado K15 4WD,8.0,Regular Gasoline,15,2350
25584,2009,Chevrolet,Silverado K15 4WD,8.0,Regular Gasoline,16,2200
25585,2009,Chevrolet,Silverado K15 4WD,8.0,Regular Gasoline,15,2350
25773,2009,Chevrolet,Silverado K15 4WD,8.0,Regular Gasoline,16,2200
25774,2009,Chevrolet,Silverado K15 4WD,8.0,Regular Gasoline,14,2500
25604,2009,Chevrolet,Suburban 1500 2WD,8.0,Regular Gasoline,16,2200
25605,2009,Chevrolet,Suburban 1500 2WD,8.0,Regular Gasoline,16,2200
25740,2009,Chevrolet,Suburban 1500 2WD,8.0,Regular Gasoline,16,2200
26118,2009,Chevrolet,Tahoe 1500 2WD,8.0,Regular Gasoline,16,2200
25606,2009,Chevrolet,Tahoe 1500 2WD,8.0,Regular Gasoline,16,2200
25741,2009,Chevrolet,Tahoe 1500 2WD,8.0,Regular Gasoline,16,2200
25742,2009,Chevrolet,Tahoe 1500 2WD,8.0,Regular Gasoline,15,2350
25775,2009,Chevrolet,Tahoe 1500 4WD,8.0,Regular Gasoline,16,2200
25776,2009,Chevrolet,Tahoe 1500 4WD,8.0,Regular Gasoline,14,2500
26218,2009,Chevrolet,Tahoe 1500 XFE 2WD,8.0,Regular Gasoline,17,2050
25607,2009,Chevrolet,Tahoe Hybrid 2WD,8.0,Regular Gasoline,21,1650
25664,2009,Chevrolet,Tahoe Hybrid 4WD,8.0,Regular Gasoline,20,1750
25615,2009,Chevrolet,TrailBlazer 2WD,6.0,Regular Gasoline,16,2200
25616,2009,Chevrolet,TrailBlazer 2WD,8.0,Regular Gasoline,14,2500
25617,2009,Chevrolet,TrailBlazer 2WD,8.0,Regular Gasoline,17,2050
25665,2009,Chevrolet,TrailBlazer 4WD,6.0,Regular Gasoline,16,2200
25666,2009,Chevrolet,TrailBlazer 4WD,8.0,Regular Gasoline,16,2200
25667,2009,Chevrolet,TrailBlazer AWD,8.0,Regular Gasoline,13,2700
25668,2009,Chevrolet,Traverse AWD,6.0,Regular Gasoline,19,1850
25618,2009,Chevrolet,Traverse FWD,6.0,Regular Gasoline,19,1850
25754,2009,Chevrolet,Van 1500 2WD Cargo,8.0,Regular Gasoline,15,2350
26096,2009,Chevrolet,Van 1500 2WD Cargo,6.0,Regular Gasoline,17,2050
26097,2009,Chevrolet,Van 1500 2WD Cargo,8.0,Regular Gasoline,15,2350
25755,2009,Chevrolet,Van 1500 2WD Conversion Cargo,8.0,Regular Gasoline,14,2500
26098,2009,Chevrolet,Van 1500 2WD Conversion Cargo,8.0,Regular Gasoline,14,2500
25760,2009,Chevrolet,Van 1500 AWD Cargo,8.0,Regular Gasoline,15,2350
26099,2009,Chevrolet,Van 1500 AWD Cargo,8.0,Regular Gasoline,15,2350
25761,2009,Chevrolet,Van 1500 AWD Conversion Cargo,8.0,Regular Gasoline,14,2500
26100,2009,Chevrolet,Van 1500 AWD Conversion Cargo,8.0,Regular Gasoline,14,2500
25990,2009,Chrysler,300 AWD,8.0,Regular Gasoline,18,1950
25991,2009,Chrysler,300 AWD,6.0,Regular Gasoline,19,1850
25993,2009,Chrysler,300/SRT-8,6.0,Regular Gasoline,20,1750
25994,2009,Chrysler,300/SRT-8,6.0,Regular Gasoline,21,1650
25992,2009,Chrysler,300/SRT-8,8.0,Regular Gasoline,15,2350
25995,2009,Chrysler,300/SRT-8,8.0,Regular Gasoline,19,1850
26119,2009,Chrysler,Aspen 2WD,8.0,Regular Gasoline,16,2200
26219,2009,Chrysler,Aspen 2WD,8.0,Regular Gasoline,15,2350
26168,2009,Chrysler,Aspen 4WD,8.0,Regular Gasoline,15,2350
26220,2009,Chrysler,Aspen 4WD,8.0,Regular Gasoline,15,2350
26322,2009,Chrysler,Aspen HEV,8.0,Regular Gasoline,21,1650
26121,2009,Chrysler,PT Cruiser,4.0,Regular Gasoline,21,1650
26122,2009,Chrysler,PT Cruiser,4.0,Regular Gasoline,21,1650
26120,2009,Chrysler,PT Cruiser,4.0,Regular Gasoline,23,1500
25964,2009,Chrysler,Sebring,4.0,Regular Gasoline,24,1450
26221,2009,Chrysler,Sebring,6.0,Regular Gasoline,22,1600
25965,2009,Chrysler,Sebring,6.0,Regular Gasoline,20,1750
25908,2009,Chrysler,Sebring Convertible,4.0,Regular Gasoline,23,1500
26222,2009,Chrysler,Sebring Convertible,6.0,Regular Gasoline,21,1650
25909,2009,Chrysler,Sebring Convertible,6.0,Regular Gasoline,20,1750
26223,2009,Chrysler,Town and Country,6.0,Regular Gasoline,19,1850
26110,2009,Chrysler,Town and Country,6.0,Regular Gasoline,18,1950
26111,2009,Chrysler,Town and Country,6.0,Regular Gasoline,20,1750
25966,2009,Dodge,Avenger,4.0,Regular Gasoline,24,1450
26224,2009,Dodge,Avenger,6.0,Regular Gasoline,22,1600
25967,2009,Dodge,Avenger,6.0,Regular Gasoline,20,1750
25969,2009,Dodge,Caliber,4.0,Regular Gasoline,24,1450
25971,2009,Dodge,Caliber,4.0,Regular Gasoline,23,1500
25968,2009,Dodge,Caliber,4.0,Regular Gasoline,27,1300
25970,2009,Dodge,Caliber,4.0,Regular Gasoline,25,1400
25972,2009,Dodge,Caliber,4.0,Premium Gasoline,22,1900
26225,2009,Dodge,Caravan/Grand Caravan FWD,6.0,Regular Gasoline,19,1850
26112,2009,Dodge,Caravan/Grand Caravan FWD,6.0,Regular Gasoline,18,1950
26113,2009,Dodge,Caravan/Grand Caravan FWD,6.0,Regular Gasoline,20,1750
25911,2009,Dodge,Challenger,6.0,Regular Gasoline,20,1750
25910,2009,Dodge,Challenger,8.0,Regular Gasoline,15,2350
25913,2009,Dodge,Challenger,8.0,Regular Gasoline,19,1850
26540,2009,Dodge,Challenger,6.0,Regular Gasoline,20,1750
25912,2009,Dodge,Challenger,8.0,Regular Gasoline,19,1850
25914,2009,Dodge,Challenger,8.0,Regular Gasoline,16,2200
25997,2009,Dodge,Charger,6.0,Regular Gasoline,20,1750
25998,2009,Dodge,Charger,6.0,Regular Gasoline,21,1650
25996,2009,Dodge,Charger,8.0,Regular Gasoline,15,2350
25999,2009,Dodge,Charger,8.0,Regular Gasoline,19,1850
26000,2009,Dodge,Charger,6.0,Regular Gasoline,19,1850
26001,2009,Dodge,Charger AWD,8.0,Regular Gasoline,18,1950
26002,2009,Dodge,Charger AWD,6.0,Regular Gasoline,19,1850
26066,2009,Dodge,Dakota Pickup 2WD,6.0,Regular Gasoline,17,2050
26226,2009,Dodge,Dakota Pickup 2WD,8.0,Regular Gasoline,15,2350
26065,2009,Dodge,Dakota Pickup 2WD,6.0,Regular Gasoline,18,1950
26083,2009,Dodge,Dakota Pickup 4WD,6.0,Regular Gasoline,15,2350
26227,2009,Dodge,Dakota Pickup 4WD,8.0,Regular Gasoline,15,2350
26082,2009,Dodge,Dakota Pickup 4WD,6.0,Regular Gasoline,16,2200
26123,2009,Dodge,Durango 2WD,6.0,Regular Gasoline,16,2200
26124,2009,Dodge,Durango 2WD,8.0,Regular Gasoline,16,2200
26228,2009,Dodge,Durango 2WD,8.0,Regular Gasoline,15,2350
26169,2009,Dodge,Durango 4WD,8.0,Regular Gasoline,15,2350
26229,2009,Dodge,Durango 4WD,8.0,Regular Gasoline,15,2350
26321,2009,Dodge,Durango HEV,8.0,Regular Gasoline,21,1650
25377,2009,Dodge,Journey  2WD,4.0,Regular Gasoline,21,1650
25379,2009,Dodge,Journey  2WD,6.0,Regular Gasoline,18,1950
25378,2009,Dodge,Journey  4WD,6.0,Regular Gasoline,17,2050
26125,2009,Dodge,Nitro 2WD,6.0,Regular Gasoline,18,1950
26126,2009,Dodge,Nitro 2WD,6.0,Regular Gasoline,18,1950
26170,2009,Dodge,Nitro 4WD,6.0,Regular Gasoline,17,2050
26171,2009,Dodge,Nitro 4WD,6.0,Regular Gasoline,17,2050
26067,2009,Dodge,Ram 1500 Pickup 2WD,6.0,Regular Gasoline,16,2200
26068,2009,Dodge,Ram 1500 Pickup 2WD,8.0,Regular Gasoline,16,2200
26230,2009,Dodge,Ram 1500 Pickup 2WD,8.0,Regular Gasoline,15,2350
26084,2009,Dodge,Ram 1500 Pickup 4WD,8.0,Regular Gasoline,15,2350
26231,2009,Dodge,Ram 1500 Pickup 4WD,8.0,Regular Gasoline,15,2350
26295,2009,Dodge,Viper Convertible,10.0,Premium Gasoline,16,2650
26296,2009,Dodge,Viper Coupe,10.0,Premium Gasoline,16,2650
25787,2009,Ferrari,599 GTB Fiorano,12.0,Premium Gasoline,12,3500
25786,2009,Ferrari,599 GTB Fiorano,12.0,Premium Gasoline,12,3500
25974,2009,Ferrari,612 Scaglietti,12.0,Premium Gasoline,11,3850
25973,2009,Ferrari,612 Scaglietti,12.0,Premium Gasoline,12,3500
26535,2009,Ferrari,California,8.0,Premium Gasoline,15,2800
25785,2009,Ferrari,F430,8.0,Premium Gasoline,13,3250
25784,2009,Ferrari,F430,8.0,Premium Gasoline,13,3250
26232,2009,Ford,Crown Victoria FFV,8.0,Regular Gasoline,19,1850
26172,2009,Ford,Edge AWD,6.0,Regular Gasoline,18,1950
26127,2009,Ford,Edge FWD,6.0,Regular Gasoline,19,1850
25669,2009,Ford,Escape 4WD,4.0,Regular Gasoline,21,1650
25670,2009,Ford,Escape 4WD,6.0,Regular Gasoline,20,1750
25620,2009,Ford,Escape FWD,4.0,Regular Gasoline,23,1500
25621,2009,Ford,Escape FWD,6.0,Regular Gasoline,21,1650
25619,2009,Ford,Escape FWD,4.0,Regular Gasoline,24,1450
25671,2009,Ford,Escape Hybrid 4WD,4.0,Regular Gasoline,28,1250
25622,2009,Ford,Escape Hybrid FWD,4.0,Regular Gasoline,32,1100
26291,2009,Ford,Expedition 2WD FFV,8.0,Regular Gasoline,16,2200
26128,2009,Ford,Explorer 2WD,6.0,Regular Gasoline,16,2200
26129,2009,Ford,Explorer 2WD,8.0,Regular Gasoline,17,2050
26173,2009,Ford,Explorer 4WD,6.0,Regular Gasoline,15,2350
